#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="demographic.alltrees" spec="beast.base.evolution.tree.coalescent.CompoundPopulationFunction">
#    <parameter id="popSizes.alltrees" lower="0.0" name="populationSizes" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#    <populationIndicators id="indicators.alltrees" spec="beast.base.inference.parameter.BooleanParameter">false</populationIndicators>
#    <itree id="treeIntervals.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TreeIntervals">
#        <tree id="Tree.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.Tree">
#            <trait id="dateTrait.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="HRTV-23_T_S_2019=2019,HRTV-26_T_S_2019=2019,HRTV-404_T_S_2021=2021,HRTV-100_T_S_2022=2022,HRTV-187_T_S_2022=2022,HRTV-056F_T_S_2023=2023,HRTV-504_T_S_2019=2019,HRTV-432R_T_S_2023=2023,HRTV-642T_T_S_2023=2023,JX005843_H_S_MO_2009=2009,OQ688983.1_T_S_MO_2012=2012,OQ688989.1_T_S_MO_2012=2012,OQ688986.1_T_S_KS_2015=2015,OQ688993.1_H_S_OK_2017=2017,MZ440341_T_S_NY_2018=2018,MZ440344_T_S_NY_2018=2018,NC_024496_H_S_MO_2009=2009,KJ740146_H_S_TN_2013=2013,OQ688998.1_H_S_KY_2017=2017,OQ689001.1_H_S_MO_2017=2017">
#                <taxa id="TaxonSet.HRTV_S_BEAST" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxa>
#            </trait>
#            <taxonset idref="TaxonSet.HRTV_S_BEAST"/>
#        </tree>
#    </itree>
#</input>
#
Sample	popsSize0	demographic.alltrees.times.0	demographic.alltrees.times.1	demographic.alltrees.times.2	demographic.alltrees.times.3	demographic.alltrees.times.4	demographic.alltrees.times.5	demographic.alltrees.times.6	demographic.alltrees.times.7	demographic.alltrees.times.8	demographic.alltrees.times.9	demographic.alltrees.times.10	demographic.alltrees.times.11	demographic.alltrees.times.12	demographic.alltrees.times.13	demographic.alltrees.times.14	demographic.alltrees.times.15	demographic.alltrees.times.16	demographic.alltrees.times.17	demographic.alltrees.times.18
0	0:2.125440763438086	1.3014943968900319	1.6654866492966676	2.261452724812692	3.717022010473322:5.68694437087322E-309	3.717022010473322:0.4460734498798952	4.10500855788046	4.487575435685235:1.5344184172686E-311	4.487575435685235:0.0013746464792279123	5.404040436531922	5.509464178330251:1.3565242297468028	6.202789985671188	6.37104864288882	6.564507628354889	8.486717342551348	10.260863907592793	11.068813753022887	11.275649895594302	18.76952203898753	18.76952203898753:4.9E-324
5000	0:1.8796320634143857	0.7833152663442704	1.3825871206593272	1.5427033461332023	3.717022010473322:1.9469573824599483E-308	3.717022010473322	4.050125656978823:0.8300370362843995	4.470795526972699:1.03892194981495E-310	4.470795526972699:0.005345401562295878	5.239283802466635:0.5630437733685415	5.3850376776734565	6.060138665543599	6.604290644072873	6.770454537228889	8.48505993075218	10.387051635261919	11.092583451219681	11.096169942817639	18.589073388160188	18.589073388160188:4.9E-324
10000	0:0.7446374445494703	0.20793184591438785	0.3743105403980451	1.0231470663611655	3.717022010473322:3.7040685706948E-309	3.717022010473322	4.080598763280097:0.5661089389973329	4.408023457598839:5.44611199879E-312	4.408023457598839:5.649807193084456E-4	5.091668277253159:0.5804563888839624	5.119312443040099	6.02858946586826	6.3762813710623965	6.921135868623109	8.058774683769471	10.288092584592547	11.00271976647263	11.003897545611807	18.49664210877651	18.49664210877651:4.9E-324
15000	0:1.2440516966835145	0.3244505443606577	1.2081056481142134	1.4183649704348746	3.7528758324964757:1.0453384301060507E-308	3.7528758324964757:1.0712483778598807	4.056740956395683	4.4165995510057465:3.7669191249886E-310	4.4165995510057465:0.03393680511712213	5.055642481980193:0.5804563888839624	5.275378222333012	6.03549920001974	6.051968294563479	6.08362671325902	8.064444226246527	10.653941537784075	11.02373808854832	11.257595636269397	18.505218202183414	18.505218202183414:4.9E-324
20000	0:1.4667636554774497	0.6769462401463511	0.7102236461928482	1.5064506842203595	3.7528758324964757:7.932586031585844E-309	3.7528758324964757:1.2187230353388077	4.003572253293274	4.4165995510057465:1.1763792355020345E-308	4.4165995510057465	5.05891948580302:1.0633907031835015	5.780547437687345:0.20808302828410596	6.081922937780036	6.1319139393837085	6.227859332280405	8.155534594806742	10.298718441935069	11.02161740289364	11.035790464872807	18.545911469490324	18.545911469490324:4.9E-324
25000	0:1.9490219553108779	0.9551082251397883	1.0070448162616816	1.1309482327056595	3.7528758324964757:1.2639091630469484E-308	3.7528758324964757:0.9679024996502437	4.078681526424724	4.4636320066997905:4.62258889356111E-309	4.4636320066997905	5.0847207202154205	6.049987867171637:0.8204290962286431	6.067652363384554	6.162113042825301	8.044094080601788	9.884735339983317	10.728047569288675	11.236610054723071	11.248980811884495	18.529349395251575	18.529349395251575:4.9E-324
30000	0:1.4079178024005494	0.4862336093270225	1.0027275361679258	1.7065547743252276	3.7528758324964757:2.67914034554619E-309	3.7528758324964757:0.447237085611959	4.2137829927415	4.492345303481821:3.74328581233856E-309	4.492345303481821	5.367202832201304:0.354067683626267	5.746773383190433	6.046052401233762	6.093540980527999	6.350871452335268	8.06446713461435	10.040716795335342	11.102125213639498	11.445438411686627	18.572441337944863	18.572441337944863:4.9E-324
35000	0:1.0060315045497108	0.08399361003678434	0.3719740186799191	1.154242501117726	3.7528758324964757:1.1469033575593544E-308	3.7528758324964757:0.31050824150046813	4.106039945876621	4.4771453674170205:2.690738549322494E-309	4.4771453674170205	5.29694620684743:0.41674004808740145	5.919512049245263	6.120691573414689	6.445960634761903	6.723490839145979	8.239871548670516	10.000987089741313	11.11086853267329	11.129481648593234	18.578402179629837	18.578402179629837:4.9E-324
40000	0:1.271485622797364	0.3322911401848998	0.7258620639309645	1.1090329294483499	3.7528758324964757:2.3041802148087E-309	3.7528758324964757:0.2805321013008295	4.098371599934384:1.0665178923095142	4.478841826260341:7.513510094079603E-309	4.478841826260341	5.272562617249457:0.9189271874451559	5.4969850135797245	6.073868591366657	6.396425684299679	6.413762856084687	8.758624034147099	10.21226329474203	11.134398450756098	12.232280119221887	18.12618345767487	18.12618345767487:4.9E-324
45000	0:2.3001304676517766	0.7666710741943663	1.1694482227002583	1.9976665929903015	3.6687172529015752:8.63230009861971E-309	3.6687172529015752	4.179788660511004:0.5234221750314132	4.413551457868834:4.228904927988792E-308	4.413551457868834	5.217281084427817:1.0788010360530016	6.058037291406662	6.125043943031572	7.093313661181687	7.934679878100994	9.067381120741574	10.000824299865842	11.281370572906061	11.315998961168507	18.25689684850419	18.25689684850419:4.9E-324
