#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="5" id="bPopSizes.t:HRTV_S_BEAST" lower="0.0" name="popSizes" spec="beast.base.inference.parameter.RealParameter">380.0</parameter>
#            <groupSizes dimension="5" id="bGroupSizes.t:HRTV_S_BEAST" spec="beast.base.inference.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.Tree">
#                    <trait id="dateTrait.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="HRTV-23_T_S_2019=2019,HRTV-26_T_S_2019=2019,HRTV-404_T_S_2021=2021,HRTV-100_T_S_2022=2022,HRTV-187_T_S_2022=2022,HRTV-056F_T_S_2023=2023,HRTV-504_T_S_2019=2019,HRTV-432R_T_S_2023=2023,HRTV-642T_T_S_2023=2023,JX005843_H_S_MO_2009=2009,OQ688983.1_T_S_MO_2012=2012,OQ688989.1_T_S_MO_2012=2012,OQ688986.1_T_S_KS_2015=2015,OQ688993.1_H_S_OK_2017=2017,MZ440341_T_S_NY_2018=2018,MZ440344_T_S_NY_2018=2018,NC_024496_H_S_MO_2009=2009,KJ740146_H_S_TN_2013=2013,OQ688998.1_H_S_KY_2017=2017,OQ689001.1_H_S_MO_2017=2017">
#                        <taxa id="TaxonSet.HRTV_S_BEAST" spec="beast.base.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HRTV_S_BEAST"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:HRTV_S_BEAST" parameter="@bPopSizes.t:HRTV_S_BEAST" shape="1.5" spec="beast.base.inference.distribution.MarkovChainDistribution" useLogNormal="true"/>
#        <prior id="ORCRatePriorDistribution.c:HRTV_S_BEAST" name="distribution">
#            <parameter dimension="38" id="ORCRates.c:HRTV_S_BEAST" lower="1.0E-100" name="x" spec="beast.base.inference.parameter.RealParameter">0.5</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" meanInRealSpace="true" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter id="ORCsigma.c:HRTV_S_BEAST" lower="0.0" name="S" spec="beast.base.inference.parameter.RealParameter">0.2</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ORCsigmaPrior.c:HRTV_S_BEAST" name="distribution" x="@ORCsigma.c:HRTV_S_BEAST">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha" spec="beast.base.inference.parameter.RealParameter">5.0</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ORCucldMeanPrior.c:HRTV_S_BEAST" name="distribution">
#            <parameter id="ORCucldMean.c:HRTV_S_BEAST" name="x" spec="beast.base.inference.parameter.RealParameter">0.0016226</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <alpha id="Function$Constant.1" spec="beast.base.core.Function$Constant" value="0.1"/>
#                <beta id="Function$Constant.2" spec="beast.base.core.Function$Constant" value="100.0"/>
#            </Gamma>
#        </prior>
#        <prior id="Standard_TPM3_rates_prior.s:HRTV_S_BEAST" name="distribution">
#            <parameter dimension="3" id="TPM3rates.s:HRTV_S_BEAST" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0 1.0 1.0</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <alpha id="Function$Constant.0" spec="beast.base.core.Function$Constant" value="1.0 1.0 1.0"/>
#            </distr>
#        </prior>
#        <prior id="PropInvariantPrior.s:HRTV_S_BEAST" name="distribution">
#            <parameter id="proportionInvariant.s:HRTV_S_BEAST" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.769</parameter>
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@HRTV_S_BEAST" id="treeLikelihood.HRTV_S_BEAST" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HRTV_S_BEAST">
#            <siteModel id="SiteModel.s:HRTV_S_BEAST" proportionInvariant="@proportionInvariant.s:HRTV_S_BEAST" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HRTV_S_BEAST" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HRTV_S_BEAST" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <substModel id="Standard_TPM3.s:HRTV_S_BEAST" rates="@TPM3rates.s:HRTV_S_BEAST" spec="substmodels.nucleotide.TPM3"/>
#            </siteModel>
#            <branchRateModel clock.rate="@ORCucldMean.c:HRTV_S_BEAST" id="OptimisedRelaxedClock.c:HRTV_S_BEAST" rates="@ORCRates.c:HRTV_S_BEAST" spec="beast.base.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:HRTV_S_BEAST">
#                <LogNormal S="@ORCsigma.c:HRTV_S_BEAST" id="ORCLogNormalDistributionModel.c:HRTV_S_BEAST" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                </LogNormal>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	proportionInvariant	RateAC-Standard_TPM3	RateAG-Standard_TPM3	RateAT-Standard_TPM3	RateCG-Standard_TPM3	RateCT-Standard_TPM3	RateGT-Standard_TPM3	ORCsigma	ORCRatesStat.mean	ORCRatesStat.variance	ORCRatesStat.coefficientOfVariation	ORCucldMean	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5
0	-19276.76513275174	-3621.804842731354	-15654.960290020386	-3621.804842731354	1.9312029862728774E307	9.132209319097904E307	0.4905663316102426	0.21057403643423112	1.800676623982888	0.9887493395828788	0.21057403643423112	1.800676623982888	0.9887493395828788	0.250381100887032	1.40325265560052E-309	0.0	0.0	1.330876085276006E-309	-13460.41397757036	8.463225690516267E307	3.7441905430255885E307	2.539000177497118E307	2.0755624993079678E307	1.4558407024571055E307	1	1	6	3	8
1000	-19303.3981964571	-3666.0989167861258	-15637.299279670975	-3666.0989167861258	2.044348006607258E307	1.1577856483774835E308	0.4905663316102426	0.21057403643423112	1.800676623982888	0.9887493395828788	0.21057403643423112	1.800676623982888	0.9887493395828788	0.12364926298696044	1.249316249325574E-309	0.0	0.0	1.302701059682607E-309	-13465.435437494974	4.549774116642028E307	3.1106914249088547E307	2.470827361088869E307	2.154933449576744E307	1.661596203150138E307	5	2	1	1	10
2000	-19256.832145523043	-3572.1860659538697	-15684.646079569175	-3572.1860659538697	6.441385693956551E307	Infinity	0.4905663316102426	0.3024254355210484	1.7088252248960707	0.9887493395828788	0.3024254355210484	1.7088252248960707	0.9887493395828788	0.3030572016956039	0.0	0.0	0.0	2.9432466969475E-310	-13483.829986720622	1.2114637882050844E308	3.926377495443693E307	6.492141710587225E307	6.752938552353045E307	4.125859409467314E307	3	3	1	1	11
3000	-19218.003246644068	-3598.8555993574287	-15619.147647286638	-3598.8555993574287	2.919119201774236E307	1.6116539058862303E308	0.4905663316102426	0.3024254355210484	1.7088252248960707	0.9887493395828788	0.3024254355210484	1.7088252248960707	0.9887493395828788	0.06995725627442326	8.14641407829087E-310	0.0	0.0	8.14433253430435E-310	-13469.419360172178	8.391805565982293E307	1.888340818060664E307	4.540280908655798E307	2.639881729147076E307	3.692828804225694E307	4	3	1	4	7
4000	-19201.16018384789	-3570.3025687995223	-15630.857615048366	-3570.3025687995223	4.994203689142718E307	Infinity	0.4905663316102426	0.409861464603959	1.7088252248960707	0.8813133104999682	0.409861464603959	1.7088252248960707	0.8813133104999682	0.07477120990467524	0.0	0.0	0.0	6.4389635392857E-310	-13482.716574571832	1.3032275033907872E308	9.91741304646333E307	7.702866518761142E307	3.779169482007602E307	5.063790290661421E307	4	2	1	4	8
5000	-19220.251189284772	-3552.977397051528	-15667.273792233244	-3552.977397051528	3.4576255795071944E307	Infinity	0.2667684172310988	0.409861464603959	1.7088252248960707	0.8813133104999682	0.409861464603959	1.7088252248960707	0.8813133104999682	0.24101176142599032	0.0	0.0	0.0	5.5297258947213E-310	-13476.438261202562	8.939268374522161E307	3.1509253544354993E307	4.611526162783439E307	2.915314858396291E307	2.1973003564476892E307	4	2	6	2	5
6000	-19234.293354845773	-3607.206421319274	-15627.086933526498	-3607.206421319274	3.5463340469132576E307	1.7434677894977413E308	0.2667684172310988	0.3643869497758369	1.7088252248960707	0.9267878253280902	0.3643869497758369	1.7088252248960707	0.9267878253280902	0.07356149231641423	7.13339961341725E-310	0.0	0.0	7.29291486400786E-310	-13474.463294679637	9.643387141335899E307	5.7874152630333E307	2.5010091002944523E307	1.6913227679658532E307	3.908342328285267E307	4	1	5	4	5
7000	-19222.779395563895	-3579.649151565374	-15643.130243998523	-3579.649151565374	3.5924722020964474E307	Infinity	0.2667684172310988	0.23686358239980135	1.7088252248960707	1.0543111927041258	0.23686358239980135	1.7088252248960707	1.0543111927041258	0.12382809613191217	0.0	0.0	0.0	4.2435839509907E-310	-13475.782444442462	6.073726216178366E307	4.0895951946092533E307	7.786319424173026E307	4.716384683094547E307	1.879175418330163E307	4	3	1	7	4
8000	-19283.86429486858	-3607.2303219158957	-15676.633972952684	-3607.2303219158957	5.39542648591584E307	Infinity	0.5585566646259374	0.23686358239980135	1.7088252248960707	1.0543111927041258	0.23686358239980135	1.7088252248960707	1.0543111927041258	0.17025028640791215	0.0	0.0	0.0	3.4094540102663E-310	-13488.993134517212	1.3460719296024472E308	7.126380029248072E307	1.0817721675814387E308	6.526743628989212E307	4.089092689130095E307	4	2	2	5	6
9000	-19230.147931226296	-3553.538083261918	-15676.609847964379	-3553.538083261918	1.7309788611489817E307	1.277587731282615E308	0.5585566646259374	0.23686358239980135	1.7088252248960707	1.0543111927041258	0.23686358239980135	1.7088252248960707	1.0543111927041258	0.38878737619139686	5.6234535379793E-310	0.0	0.0	5.3579368421255E-310	-13469.789325412808	7.252005780436217E307	5.261234561376404E307	2.500135689760377E307	2.1319572603479832E307	1.1520780502747033E307	1	8	5	1	4
10000	-19293.02107374224	-3641.090955944435	-15651.930117797805	-3641.090955944435	1.0454691350741702E307	6.785768136192938E307	0.9553910386883254	0.23686358239980135	1.7088252248960707	1.0543111927041258	0.23686358239980135	1.7088252248960707	1.0543111927041258	0.2060581450607467	4.59419317242306E-310	0.0	0.0	4.31658730153057E-310	-13457.023804971343	5.690329150001846E307	2.811608984728645E307	1.621254600485931E307	1.1020392884127224E307	8.742872899522406E306	1	4	7	2	5
11000	-19312.86735573531	-3665.282968428021	-15647.58438730729	-3665.282968428021	2.0195132681470036E307	1.4079777484995433E308	0.9553910386883254	0.18538852985963578	1.7603002774362362	1.0543111927041258	0.18538852985963578	1.7603002774362362	1.0543111927041258	0.1703108389071101	2.29468574673178E-310	0.0	0.0	2.2693336853376E-310	-13472.138712793467	7.976775628399198E307	5.455995139093574E307	4.639323937108446E307	2.845610826299824E307	2.543848583543547E307	2	1	7	7	2
12000	-19320.454328997148	-3650.3525155219263	-15670.101813475221	-3650.3525155219263	2.9081645786258235E307	Infinity	0.9553910386883254	0.18538852985963578	1.7603002774362362	1.0543111927041258	0.18538852985963578	1.7603002774362362	1.0543111927041258	0.26418405767100417	0.0	0.0	0.0	2.06989340811177E-310	-13483.338890020474	1.199941387154723E308	5.320508642058497E307	4.643223701737364E307	2.2968933114300624E307	2.3045299009699395E307	2	4	6	4	3
13000	-19357.40291766345	-3674.0278503303784	-15683.375067333072	-3674.0278503303784	3.118594863091146E307	Infinity	0.9553910386883254	0.08214313420057834	1.7603002774362362	1.157556588363183	0.08214313420057834	1.7603002774362362	1.157556588363183	0.34810107577617405	0.0	0.0	0.0	3.2326009927712E-310	-13480.007779201967	9.144883849981604E307	7.686001688424807E307	3.9151319348109813E307	5.547486723226097E307	4.827693962597562E307	1	7	6	4	1
14000	-19372.173136251833	-3660.289373798778	-15711.883762453053	-3660.289373798778	1.129541652423138E308	Infinity	0.9553910386883254	0.08214313420057834	1.7603002774362362	1.157556588363183	0.08214313420057834	1.7603002774362362	1.157556588363183	0.407349911747506	0.0	0.0	0.0	8.342897097336E-311	-13496.041305472503	6.333005652987088E307	1.112838593501306E308	1.2757592005925327E308	9.014007315609914E307	8.643865310021679E307	1	6	3	4	5
15000	-19434.08952315962	-3753.0069750257067	-15681.08254813391	-3753.0069750257067	5.965211896876685E307	Infinity	0.9553910386883254	0.08214313420057834	1.7603002774362362	1.157556588363183	0.08214313420057834	1.7603002774362362	1.157556588363183	0.28571203343136525	0.0	0.0	0.0	3.0366783230301E-310	-13483.74992050673	1.121560152093945E308	8.242897147541458E307	7.606392724743524E307	6.127957345311648E307	4.414193792095768E307	8	1	6	2	2
16000	-19274.523496926213	-3623.6564451171403	-15650.867051809073	-3623.6564451171403	1.6024796802184435E307	8.151367730636123E307	0.9553910386883254	0.20028602235392423	1.7603002774362362	1.0394137002098371	0.20028602235392423	1.7603002774362362	1.0394137002098371	0.2134994564892452	7.59110175128206E-310	0.0	0.0	8.3664609715098E-310	-13459.49378183891	2.537199890073502E307	2.2841949551032307E307	1.1148698143455091E307	2.1993568139844338E307	2.4026427820843527E307	4	5	1	7	2
17000	-19366.819128098377	-3716.068178096311	-15650.750950002068	-3716.068178096311	1.8264048411332125E307	7.408906617137976E307	0.9553910386883254	0.20028602235392423	1.8397856455291512	0.9599283321169221	0.20028602235392423	1.8397856455291512	0.9599283321169221	0.2405657725209228	1.186921897358827E-309	0.0	0.0	1.120338370274407E-309	-13453.636604314564	5.334505809806796E307	9.37547360557582E306	4.95771524600152E306	6.727535137432124E306	1.671287752277829E307	3	4	7	2	3
18000	-19240.818701889908	-3616.927453870016	-15623.89124801989	-3616.927453870016	9.7410032917982E306	5.463615920725483E307	0.9553910386883254	0.20028602235392423	1.8397856455291512	0.9599283321169221	0.20028602235392423	1.8397856455291512	0.9599283321169221	0.13578750209471724	1.07366211330566E-309	0.0	0.0	1.07459339357576E-309	-13451.279633573484	4.725821513671307E307	1.8252049116560302E307	4.429740246604721E306	8.74955571691244E306	6.366955022423188E306	4	4	3	4	4
19000	-19399.529504636987	-3732.1952546060156	-15667.334250030972	-3732.1952546060156	1.8141180141522426E307	1.2998757558662885E308	0.9553910386883254	0.08776495037782334	2.279217859104598	0.6330171905175761	0.08776495037782334	2.279217859104598	0.6330171905175761	0.23254960763489052	3.96958995552086E-310	0.0	0.0	4.01492479150823E-310	-13469.852624705947	1.5075377302970114E308	1.1208420264849095E308	2.85077773246266E307	1.285981523108504E307	8.719845846315075E306	3	1	7	1	7
20000	-19330.150569767065	-3692.1339395084833	-15638.016630258582	-3692.1339395084833	5.234740902425518E306	4.995184114205967E307	0.9553910386883254	0.08776495037782334	2.6485636296445243	0.2636714199776501	0.08776495037782334	2.6485636296445243	0.2636714199776501	0.2444796087197194	1.08568238431836E-309	0.0	0.0	1.09591261110671E-309	-13449.462936675947	4.861581782927442E307	1.5380501628863323E307	8.267850278218465E306	2.7494910453255908E306	2.9095356867324414E306	2	8	7	1	1
21000	-19291.67209136176	-3646.837711980613	-15644.83437938115	-3646.837711980613	4.4156623026581206E306	4.14367431708991E307	0.9553910386883254	0.08776495037782334	2.6485636296445243	0.2636714199776501	0.08776495037782334	2.6485636296445243	0.2636714199776501	0.24675920356432338	1.751795159168405E-309	0.0	0.0	1.65673889066925E-309	-13442.642062202302	4.878267604485582E307	1.472142614024452E307	1.2509387087482883E307	2.2530402714432133E306	1.7537994445751116E306	2	4	5	7	1
22000	-19267.864728549714	-3640.2442729180693	-15627.620455631642	-3640.2442729180693	4.0158613124632474E306	2.7141417464295503E307	0.9553910386883254	0.08776495037782334	2.6485636296445243	0.2636714199776501	0.08776495037782334	2.6485636296445243	0.2636714199776501	0.21170105696007518	3.938229332642465E-309	0.0	0.0	4.08844974534601E-309	-13438.398591934234	8.014879609227113E306	5.406210006655879E306	3.4583536463843987E306	1.3858915995334609E306	3.9336554933720746E306	5	4	5	2	3
23000	-19166.118174861393	-3562.992128500547	-15603.126046360847	-3562.992128500547	1.4810664313532058E306	9.404696362151301E306	0.9553910386883254	0.364863089401867	2.371465490620481	0.2636714199776501	0.364863089401867	2.371465490620481	0.2636714199776501	0.27851041475634675	5.712137605676946E-309	0.0	0.0	6.356878992400685E-309	-13418.74404242138	3.48526550185236E306	3.6316541144869524E306	1.472772404053301E306	9.701869430586295E305	7.28091857436211E305	13	2	1	1	2
24000	-19190.20768269305	-3605.5946664007224	-15584.61301629233	-3605.5946664007224	1.797697800201289E306	7.800985491154772E306	0.9553910386883254	0.364863089401867	2.371465490620481	0.2636714199776501	0.364863089401867	2.371465490620481	0.2636714199776501	0.19968577779358082	9.85453452130967E-309	0.0	0.0	1.009301481691062E-308	-13413.659485977	3.498811755010798E306	2.6873998132516268E306	1.710663882780315E306	1.2950443950222008E306	2.4292722988978204E306	3	6	1	8	1
25000	-19212.19700004889	-3628.5808676388724	-15583.61613241002	-3628.5808676388724	6.5420176722027976E305	4.609105438056031E306	0.9553910386883254	0.364863089401867	2.371465490620481	0.2636714199776501	0.364863089401867	2.371465490620481	0.2636714199776501	0.2230405269589056	5.764803038305847E-309	0.0	0.0	5.35337423399418E-309	-13407.164853696	3.141672811213684E306	1.015080636502615E306	1.5172579054493548E306	8.06336360236634E305	2.5645310145553064E305	2	7	2	5	3
26000	-19220.71733564253	-3652.640678419067	-15568.076657223462	-3652.640678419067	2.0694563201483847E306	1.0086472129526488E307	0.9553910386883254	0.364863089401867	2.1021249473654544	0.5330119632326764	0.364863089401867	2.1021249473654544	0.5330119632326764	0.10971090884383025	2.78859418179409E-309	0.0	0.0	2.81582722579685E-309	-13415.27271282439	3.4129022578900566E306	1.2820841743763468E306	1.60179108955979E306	1.7855304404433637E306	1.4290025291632503E306	4	8	2	2	3
27000	-19188.366044628336	-3553.408807344644	-15634.95723728369	-3553.408807344644	4.484926810048195E306	3.292929753856082E307	0.4371117164669423	0.364863089401867	2.1021249473654544	0.5330119632326764	0.364863089401867	2.1021249473654544	0.5330119632326764	0.257312965249985	2.576980177459717E-309	0.0	0.0	2.573280589013535E-309	-13443.546216816203	2.67644107277189E307	2.05213150999682E307	8.191264354861024E306	5.776967017425422E306	2.7827636457624718E306	5	1	8	1	4
28000	-19229.142698858515	-3577.3443955994685	-15651.798303259045	-3577.3443955994685	7.560329312421278E306	4.3272099456771625E307	0.4371117164669423	0.364863089401867	2.1021249473654544	0.5330119632326764	0.364863089401867	2.1021249473654544	0.5330119632326764	0.41723530709352674	2.27487997561634E-309	0.0	0.0	2.240433048106585E-309	-13445.555580443228	2.8236868004256796E307	1.1367143784948324E307	3.548348927337048E306	3.981752252518763E306	6.476733120487594E306	2	6	2	3	6
29000	-19195.294560285565	-3566.9384442571586	-15628.356116028406	-3566.9384442571586	5.67968212218773E306	3.164302322144804E307	0.4371117164669423	0.364863089401867	2.1021249473654544	0.5330119632326764	0.364863089401867	2.1021249473654544	0.5330119632326764	0.2493031961154933	3.39874667490606E-309	0.0	0.0	3.23342342993078E-309	-13437.553046634626	2.495052149066309E307	1.7185675215780002E307	5.766917986945311E306	4.9866564290798576E306	5.1965515484460316E306	2	1	4	11	1
30000	-19263.54294480378	-3646.2014063823767	-15617.341538421404	-3646.2014063823767	3.908556575812689E306	2.620255472673519E307	0.5454439237009818	0.364863089401867	2.1021249473654544	0.5330119632326764	0.364863089401867	2.1021249473654544	0.5330119632326764	0.17672275069213858	6.20256091538032E-309	0.0	0.0	6.124304458660765E-309	-13439.595676987972	9.938615380341248E306	6.413990645807897E306	1.224902604477453E307	3.049826306980328E306	4.903922064983117E306	2	8	1	6	2
31000	-19276.98129871112	-3639.208151310503	-15637.77314740062	-3639.208151310503	5.0794277733020716E306	3.773574159402014E307	0.5454439237009818	0.364863089401867	2.1021249473654544	0.5330119632326764	0.364863089401867	2.1021249473654544	0.5330119632326764	0.2836829663561052	1.44712230463704E-309	0.0	0.0	1.49430649138752E-309	-13445.856887956292	1.9069167264739439E307	1.4421915257636542E307	9.954348273974228E306	4.42583314066385E306	1.611621296005806E306	4	2	5	6	2
32000	-19156.68660349857	-3555.386931787411	-15601.299671711158	-3555.386931787411	3.286826548664774E306	2.164962912961365E307	0.5454439237009818	0.364863089401867	2.1021249473654544	0.5330119632326764	0.364863089401867	2.1021249473654544	0.5330119632326764	0.1751139060520833	4.511700935976624E-309	0.0	0.0	4.506297244425846E-309	-13433.48585792892	1.7262986804610017E307	1.9364870901470455E307	5.917923355643117E306	2.442204856079041E306	1.713097031654582E306	2	2	4	10	1
