#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="demographic.alltrees" spec="beast.base.evolution.tree.coalescent.CompoundPopulationFunction">
#    <parameter id="popSizes.alltrees" lower="0.0" name="populationSizes" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#    <populationIndicators id="indicators.alltrees" spec="beast.base.inference.parameter.BooleanParameter">false</populationIndicators>
#    <itree id="treeIntervals.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TreeIntervals">
#        <tree id="Tree.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.Tree">
#            <trait id="dateTrait.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="HRTV-23_T_S_2019=2019,HRTV-26_T_S_2019=2019,HRTV-404_T_S_2021=2021,HRTV-100_T_S_2022=2022,HRTV-187_T_S_2022=2022,HRTV-056F_T_S_2023=2023,HRTV-504_T_S_2019=2019,HRTV-432R_T_S_2023=2023,HRTV-642T_T_S_2023=2023,JX005843_H_S_MO_2009=2009,OQ688983.1_T_S_MO_2012=2012,OQ688989.1_T_S_MO_2012=2012,OQ688986.1_T_S_KS_2015=2015,OQ688993.1_H_S_OK_2017=2017,MZ440341_T_S_NY_2018=2018,MZ440344_T_S_NY_2018=2018,NC_024496_H_S_MO_2009=2009,KJ740146_H_S_TN_2013=2013,OQ688998.1_H_S_KY_2017=2017,OQ689001.1_H_S_MO_2017=2017">
#                <taxa id="TaxonSet.HRTV_S_BEAST" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxa>
#            </trait>
#            <taxonset idref="TaxonSet.HRTV_S_BEAST"/>
#        </tree>
#    </itree>
#</input>
#
Sample	popsSize0	demographic.alltrees.times.0	demographic.alltrees.times.1	demographic.alltrees.times.2	demographic.alltrees.times.3	demographic.alltrees.times.4	demographic.alltrees.times.5	demographic.alltrees.times.6	demographic.alltrees.times.7	demographic.alltrees.times.8	demographic.alltrees.times.9	demographic.alltrees.times.10	demographic.alltrees.times.11	demographic.alltrees.times.12	demographic.alltrees.times.13	demographic.alltrees.times.14	demographic.alltrees.times.15	demographic.alltrees.times.16	demographic.alltrees.times.17	demographic.alltrees.times.18
0	0:1.0508248300176595	1.0183102388710488	1.1002898225376896	1.61898792129319	3.211822199228328:4.43717291321612E-309	3.211822199228328:0.2796519136460811	4.01566067406287	4.589658707577412:9.755687E-318	4.589658707577412	5.00000000044953	5.000000001083354:1.3748212997446583E-9	6.002842079651568:1.220649256166823	6.2390888057020035	6.670382606845196:5.887984109515821E-43	8.804679526105433	10.188689824067975	11.325862936998139:0.9083337239892463	11.357339941804854	15.482228430196265	15.482228430196265:4.9E-324
5000	0:0.6188020529962508	0.07825831180778443	0.216534487745087	1.0312077502742163	3.211822199228328:3.453585746791897E-309	3.211822199228328:0.3367111475140025	4.019519830447168	4.589658707577412:2.6253843E-317	4.589658707577412	5.0000000001707186	5.000000000604194:1.004124844706413E-9	6.002919535302063	6.17868703198465:0.31097705524064506	6.37871696593656:7.935112126982138E-42	8.067333829541058	10.164638860679974	11.056832723614043	11.314846266652513:0.2891873072629966	15.482228430196265	15.482228430196265:4.9E-324
10000	0:1.3047050695764801	0.059892547626810524	1.0166478946456667	1.309997020590627	3.211822199228328:6.11617827022049E-309	3.211822199228328:0.3614687951231201	4.015358684687438	4.589658707577412:1.944367E-317	4.589658707577412	5.000000000002562	5.000000000519266:2.348719230071903E-10	6.004005487638336	6.1306039555381435:0.20746470405947004	6.671868003621581:1.4734402221048788E-43	8.031963022523783	10.076801411946184	11.057187872561258	11.338860252478344:0.27444580685969866	15.482228430196265	15.482228430196265:4.9E-324
15000	0:0.5520981379444235	0.051221058858021515	1.0673251656254317	1.16624817147283	3.211822199228328:1.0958001012168743E-308	3.211822199228328:0.16001328266494408	4.0136658719318925	4.589658707577412:4.9844504E-317	4.589658707577412	5.000000000002617	5.000000000872774:4.203638474312204E-9	6.006630144711982	6.1652006851993795:0.1653152108515695	6.209790394418256:1.831423249122738E-45	8.049010462887429	10.374631065199983	11.038704664761873	11.3367454761327:0.338210454450913	15.482228430196265	15.482228430196265:4.9E-324
20000	0:0.5161696579898502	0.5751843444925638	0.6629977704645131	1.3057976518115608	3.211822199228328:1.085750015668582E-308	3.211822199228328:0.33511078683864826	4.021621296572396	4.589658707577412:3.123646E-318	4.589658707577412	5.0000000000096	5.000000000013542:5.514192578385534E-11	6.000266712244071:0.226875722620585	6.000888655499896	6.156596742591641:4.18111820712281E-45	8.087998580456258	10.067741476336916	11.02539109387038:0.26425046191630436	11.142206854008617:0.5547994961384617	15.482228430196265	15.482228430196265:4.9E-324
25000	0:1.2868674710586938	0.6610933361642031	0.869771137546531	1.1489520604104055	3.211822199228328:2.50971939603888E-309	3.211822199228328:0.30066037071911844	4.005759687067574	4.589658707577412:3.0053786E-317	4.589658707577412	5.000000000803861	5.000000001274938:2.6999886197001896E-9	6.036326724318471	6.06962558648776:0.5402086418064911	6.4617999344872805:5.4972132025788993E-45	8.14474549121016	10.010609054394246	11.014507793797625	11.3078436408875:0.23223010427655924	15.482228430196265	15.482228430196265:4.9E-324
30000	0:0.6862664869948655	0.02580512671870032	0.3129549394502328	1.4301482488190564	3.211822199228328:6.602236159698275E-309	3.211822199228328:0.4363016219956269	4.063321463632925	4.589658707577412:6.9151507E-316	4.589658707577412	5.000000006861062	5.00000001725779:2.366731595092263E-8	6.050676957034945:0.5410022007700044	6.209198095724441	6.538848357166983:5.036596545761099E-49	8.026316112142288	11.024707685078454	11.220729190816717:0.3233057722057246	11.50084955267033	15.482228430196265	15.482228430196265:4.9E-324
35000	0:1.352452169675275	0.8758429591947516	0.9023390551638031	1.5125037582659249	3.211822199228328:3.4107659278859594E-308	3.211822199228328:0.23851479648065663	4.0656633347086535	4.589658707577412:1.53352263E-315	4.589658707577412	5.000000001364974	5.000000014063362:7.090294924763237E-8	6.159322560008457:0.32790292510238317	6.261682349504079	6.554011332583668:6.602483457649478E-46	8.129847654938526	10.084873957411787	11.381600191191696:0.7671221387416434	11.45618302283485	15.984095852865082	15.984095852865082:1.0E-323
40000	0:1.932131294897508	1.4886713339650761	1.7602556814460075	1.8204614496346194	3.211822199228328:3.423970276698183E-309	3.211822199228328:0.2115560990390756	4.039276594024409	4.589658707577412:1.2914396576E-314	4.589658707577412	5.000000441206193	5.000001391615315:5.547544635618267E-7	6.049285559641968	6.454232666880245:0.9705263289772486	6.878596153684957:3.8667416747584384E-50	8.819009525883837	11.30921559092164	11.94762189923593:1.5218251147158517	13.480785433846055	16.006825949199182	16.006825949199182:4.9E-324
45000	0:0.7127824784175807	0.11770106871247038	1.0174227884032867	1.55748663368156	3.211822199228328:2.84064831962599E-309	3.211822199228328:0.5067117785569915	4.046826624288086	4.589658707577412:7.59402602E-315	4.589658707577412	5.000000017477509	5.000000366940861:3.989428322326341E-7	6.056841030717326	6.243427809666756:0.5321360338963642	6.399711590218017:5.781704377392743E-54	8.150202939838442	10.3775977217398:0.2736185369064211	11.082866410150064:0.8672489034793688	12.395507035861097	15.467719137321918	15.467719137321918:4.9E-324
