#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="demographic.alltrees" spec="beast.base.evolution.tree.coalescent.CompoundPopulationFunction">
#    <parameter id="popSizes.alltrees" lower="0.0" name="populationSizes" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#    <populationIndicators id="indicators.alltrees" spec="beast.base.inference.parameter.BooleanParameter">false</populationIndicators>
#    <itree id="treeIntervals.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TreeIntervals">
#        <tree id="Tree.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.Tree">
#            <trait id="dateTrait.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="HRTV-23_T_S_2019=2019,HRTV-26_T_S_2019=2019,HRTV-404_T_S_2021=2021,HRTV-100_T_S_2022=2022,HRTV-187_T_S_2022=2022,HRTV-056F_T_S_2023=2023,HRTV-504_T_S_2019=2019,HRTV-432R_T_S_2023=2023,HRTV-642T_T_S_2023=2023,JX005843_H_S_MO_2009=2009,OQ688983.1_T_S_MO_2012=2012,OQ688989.1_T_S_MO_2012=2012,OQ688986.1_T_S_KS_2015=2015,OQ688993.1_H_S_OK_2017=2017,MZ440341_T_S_NY_2018=2018,MZ440344_T_S_NY_2018=2018,NC_024496_H_S_MO_2009=2009,KJ740146_H_S_TN_2013=2013,OQ688998.1_H_S_KY_2017=2017,OQ689001.1_H_S_MO_2017=2017">
#                <taxa id="TaxonSet.HRTV_S_BEAST" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxa>
#            </trait>
#            <taxonset idref="TaxonSet.HRTV_S_BEAST"/>
#        </tree>
#    </itree>
#</input>
#
Sample	popsSize0	demographic.alltrees.times.0	demographic.alltrees.times.1	demographic.alltrees.times.2	demographic.alltrees.times.3	demographic.alltrees.times.4	demographic.alltrees.times.5	demographic.alltrees.times.6	demographic.alltrees.times.7	demographic.alltrees.times.8	demographic.alltrees.times.9	demographic.alltrees.times.10	demographic.alltrees.times.11	demographic.alltrees.times.12	demographic.alltrees.times.13	demographic.alltrees.times.14	demographic.alltrees.times.15	demographic.alltrees.times.16	demographic.alltrees.times.17	demographic.alltrees.times.18
0	0:1.1408634297833746	0.013869094382719993	1.0307675091487987	1.0745880395062244	3.2399759775817145:5.4797E-320	3.2399759775817145:5.784306605564228E-12	4.109962502703633:0.8843783803964014	4.284262165776598:2.238394E-317	4.284262165776598	5.000000001504519:3.6716377848412954E-9	5.000000013627211	6.235524479670168:0.8023192826738488	6.4356780304179875	7.601989588152346	8.283069142715867	10.062320853127662	11.12125183682439	11.713999395522139	17.88844982987542	17.88844982987542:4.9E-324
5000	0:0.69746828569362	0.10136313354180576	0.15972188678591234	1.134415605883214	3.2399759775817145:7.5246746E-317	3.2399759775817145:8.890138448946674E-9	4.024048660305152:0.48645500429151584	4.284262165776598:1.05528563E-316	4.284262165776598	5.000000004182537:1.2483200055370078E-8	5.000000011144955	6.108952973488892:0.7401837565623889	6.591992595234993	7.471585477974292	8.855720045826224	10.074532509240672	11.14151809904328	11.933962312936726	17.88844982987542	17.88844982987542:4.9E-324
10000	0:0.7332834067644035	0.12070041830557082	0.46162868891668735	1.0165399276953802	3.2399759775817145:3.76399984E-316	3.2399759775817145:4.824567548156757E-8	4.010254219957066:0.21687528538144576	4.284262165776598:1.3942884E-316	4.284262165776598	5.000000000104034:1.2883082862095327E-8	5.000000007076545	6.05706716148959:0.6099608338667416	6.486909520674337	6.745020207638769	8.83553746535416	10.662847026211422	11.276901910193647	11.465592740120094	18.00073396600552	18.00073396600552:4.9E-324
15000	0:0.5513865123729769	0.43873347311967303	0.4387444839570946	1.1930944605011087	3.2399759775817145:3.4811842E-316	3.2399759775817145:2.8274292468977588E-8	4.006889121946457:0.3630724709804158	4.284262165776598:2.74993095E-316	4.284262165776598	5.000000000059041:4.120286157495145E-9	5.000000006635437	6.187480776635976:0.4989798340930745	6.329069362932138	6.559569742041606	8.5247212238651	10.054367841301719	11.084157457546992	11.171228972566759	18.104368251410627	18.104368251410627:4.9E-324
20000	0:1.400474463310697	1.1075118797699124	1.1377579372588582	1.5613114695141062	3.2399759775817145:1.64202708E-316	3.2399759775817145:1.8666010252081415E-8	4.203188389452835:0.6839985111947489	4.284262165776598:3.7275893E-316	4.284262165776598	5.00000000370297:5.890422640587978E-8	5.000000037053936	6.350163595572503:0.8712189185695361	6.843821340215439	7.566010033344346	9.593603967075563	11.067366200303125	11.106564221793775	11.305611965981958	18.03970674430166	18.03970674430166:4.9E-324
25000	0:1.5237562004029603	1.0950458989209237	1.137548808690448	1.2989225039509134	3.2399759775817145:4.258565203E-315	3.2399759775817145:1.417716912117932E-7	4.074927939288414:0.1417164541007108	4.284262165776598:1.7334870307E-314	4.284262165776598	5.000000249924473:2.878961801641417E-6	5.000003239478761	6.127821375523847:0.20537182835700823	6.22761153803343	6.520211215115479	8.48064175639859	10.087590463542421	11.003161798959688	11.062994151300353	18.353935347607795	18.353935347607795:4.9E-324
30000	0:0.7722866993152712	0.1961148007437987	0.8673987895195546	1.2178842662016047	3.2399759775817145:1.5579013605E-314	3.2399759775817145:2.1044474083449137E-6	4.003333793633051:1.0524675535166812	4.284262165776598:7.291041993E-314	4.284262165776598	5.000003437013566:7.068070000613813E-6	5.000004400912753	6.049342391263597:0.2587645508285213	6.075352690599948	6.534162530473386	8.079999811173089	10.623305585434496	11.028315509612982	11.523380914078398	18.353935347607795	18.353935347607795:4.9E-324
35000	0:1.118732477129946	0.22423859697933496	0.38154211544526717	1.0070219621171679	3.2399759775817145:1.35124507697E-313	3.2399759775817145:4.611979427013392E-6	4.076423881214591:0.43258241495703725	4.284262165776598:1.2336163398E-313	4.284262165776598	5.000012017035059:1.4869538790522522E-5	5.000015873153635	6.053376500897459:0.33325945458975476	6.379835277863505	7.290562739183852	8.594776525153534	10.153337102270598	11.054499892131146	11.070964915124708	18.229564185999603	18.229564185999603:4.9E-324
40000	0:1.0611613813611953	0.48593936109844743	0.9093191234459892	1.298918492002747	3.2399759775817145:5.43795618144E-313	3.2399759775817145:1.485753939970016E-5	4.053397391311393:0.28028268004555373	4.284262165776598:3.7946439917923E-311	4.284262165776598	5.000047702496695:0.0010548387923754881	5.000160811255314	6.0962285791202655:0.5463393478924016	6.137760401069516	6.304758884446205	8.008503759609289	10.237215980804704	11.088563562442678	11.437402562967417	18.05050582668511	18.05050582668511:4.9E-324
45000	0:0.6410920654742094	0.09873473312006247	0.11661452842976029	1.32978793857318	3.2399759775817145:2.44119703E-315	3.2399759775817145:3.43841843316111E-7	4.10549421579537:1.060751355087967	4.2848855330151:1.73527254503295E-310	4.2848855330151	5.004222290988816:0.009633231363318732	5.033150896918572	6.104965949241519:0.71855792219382	6.392285410906294	7.323700430473117	8.917062345547606	10.187905424101592	11.186833712832833	11.667250254531247	18.00561823136645	18.00561823136645:4.9E-324
50000	0:0.48705926443993613	0.18237613009040474	0.6494142468640854	1.0254690276706504	3.2399759775817145:1.681280156E-315	3.2399759775817145:2.502721593626635E-7	4.046813043855972:0.46259462859621636	4.2848855330151:1.251688020465E-311	4.2848855330151	5.000391133848882:8.797916495137954E-4	5.000529153327434	6.1044196930636145:0.3760155606772531	6.162841205006586	6.608385740990447	8.483675606299368	10.005929915729022	11.003164533342527	11.018113337204824	18.267122168804995	18.267122168804995:4.9E-324
55000	0:0.5094144425748002	0.37241959389802476	0.5675035077779056	1.2093210984714302	3.2399759775817145:5.69031E-318	3.2399759775817145:9.723274553958244E-10	4.039083452947267:0.24615207132487002	4.282398199960435:3.43677680023316E-310	4.282398199960435	5.002159232010265:0.009640330980311843	5.003998204122504	6.008602218674977:0.16831858375301065	6.03492824769753	6.348451692087788	9.078058268714084	10.049376593805222	11.040414982437962	11.132921340328108	18.44927605844849	18.44927605844849:4.9E-324
60000	0:0.5132776216182451	0.06353649961949426	0.7863844834015965	1.05031885096105	3.2399759775817145:3.32086E-319	3.2399759775817145:1.713155424199327E-11	4.1194051765969455:0.2659003163049634	4.282398199960435:1.14735399187867E-310	4.282398199960435	5.003648375653738:0.004909862808033851	5.004550736143138	6.047776477913213:0.8099688887140777	6.341013933381869	7.902430319666092	8.673562390726696	10.628494270530961	11.027055804502098	11.175005638228164	18.258999500888116	18.258999500888116:4.9E-324
65000	0:0.6722334214167262	0.20803470398529694	0.20972772737257034	1.0248062070974984	3.2399759775817145:8.9574E-320	3.2399759775817145:9.125898945758553E-12	4.085840729861914:0.5436510412396933	4.282398199960435:2.136305568167E-311	4.282398199960435	5.002219955436314:0.0026392054044936113	5.003648199092068	6.024080204974012:0.9899175053793452	6.765750340154626	7.455659716455163	9.013520180342033	10.12395215037333	11.03385445104268	11.326164108382994	18.692967451842627	18.692967451842627:1.5E-323
70000	0:1.8017000705424624	0.20245433899497137	1.0362556042815807	1.3329691927468572	3.2399759775817145:2.574E-321	3.2399759775817145:8.480924403452891E-14	4.104114262823511:0.34163696659366816	4.282398199960435:2.087351535923E-311	4.282398199960435	5.001536054262097:0.002170680096335867	5.008493724442357	6.066257274047134:0.4831964895658715	6.1169634504660895	6.317835467564111	8.395208299566871	10.257093938787493	11.106311894281825	11.392440182474795	18.159947294753003	18.159947294753003:4.9E-324
75000	0:1.5439255462496722	0.8344225616997953	1.3181278399077272	1.499170920481129	3.2399759775817145:6.126E-321	3.2399759775817145:1.1140778260661384E-13	4.003379862635185:0.23844261477224038	4.286200629957039:3.58329631765347E-310	4.286200629957039	5.01175709027679:0.045684651195551096	5.0153032179605885	6.0425074706105:0.4006255895703056	6.079556751112479	6.231442819104896	8.643911486898542	10.519654710955534	11.084750491465703	11.530781144286665	18.164107264211705	18.164107264211705:4.9E-324
