#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="demographic.alltrees" spec="beast.base.evolution.tree.coalescent.CompoundPopulationFunction">
#    <parameter id="popSizes.alltrees" lower="0.0" name="populationSizes" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#    <populationIndicators id="indicators.alltrees" spec="beast.base.inference.parameter.BooleanParameter">false</populationIndicators>
#    <itree id="treeIntervals.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TreeIntervals">
#        <tree id="Tree.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.Tree">
#            <trait id="dateTrait.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="HRTV-23_T_S_2019=2019,HRTV-26_T_S_2019=2019,HRTV-404_T_S_2021=2021,HRTV-100_T_S_2022=2022,HRTV-187_T_S_2022=2022,HRTV-056F_T_S_2023=2023,HRTV-504_T_S_2019=2019,HRTV-432R_T_S_2023=2023,HRTV-642T_T_S_2023=2023,JX005843_H_S_MO_2009=2009,OQ688983.1_T_S_MO_2012=2012,OQ688989.1_T_S_MO_2012=2012,OQ688986.1_T_S_KS_2015=2015,OQ688993.1_H_S_OK_2017=2017,MZ440341_T_S_NY_2018=2018,MZ440344_T_S_NY_2018=2018,NC_024496_H_S_MO_2009=2009,KJ740146_H_S_TN_2013=2013,OQ688998.1_H_S_KY_2017=2017,OQ689001.1_H_S_MO_2017=2017">
#                <taxa id="TaxonSet.HRTV_S_BEAST" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxa>
#            </trait>
#            <taxonset idref="TaxonSet.HRTV_S_BEAST"/>
#        </tree>
#    </itree>
#</input>
#
Sample	popsSize0	demographic.alltrees.times.0	demographic.alltrees.times.1	demographic.alltrees.times.2	demographic.alltrees.times.3	demographic.alltrees.times.4	demographic.alltrees.times.5	demographic.alltrees.times.6	demographic.alltrees.times.7	demographic.alltrees.times.8	demographic.alltrees.times.9	demographic.alltrees.times.10	demographic.alltrees.times.11	demographic.alltrees.times.12	demographic.alltrees.times.13	demographic.alltrees.times.14	demographic.alltrees.times.15	demographic.alltrees.times.16	demographic.alltrees.times.17	demographic.alltrees.times.18
0	0:1.722315684297466	1.0140527407353872	1.4530073171386917	2.0926638665594695	3.4956062727632897:4.453399986638459E-308	3.4956062727632897:7.716750159021055	4.203365182549618	4.701087076934549:3.1074400343239146E-307	4.701087076934549:5.767023933398206	5.138987011214617	8.646113349493511	11.773950179284277	13.628347449472734:37.62783353030429	14.069292477875436	14.922629072542655	18.347373393264014	22.425395142479733	23.98630319704664	51.244475140158606	51.244475140158606:1.0E-323
5000	0:1.5266905252458487	0.26303327613662497	1.0069552869947676	1.6974126736304758	3.4148302420681427:3.1727590580700144E-308	3.4148302420681427:0.8440772540132323	4.06624842123657	4.9628139913989315:1.867480863722651E-307	4.9628139913989315:26.340956175180256	5.428904616696609	10.940558369476546	11.149889643165897	13.39461928205439	14.13886458556547	15.385654342115563	16.86130492337358	22.14358534375281	27.446161869960285	58.92402322405505	58.92402322405505:1.5E-323
10000	0:2.8441632023220023	1.2187718294570689	1.8742265811815249	2.157731626610954	3.4148302420681427:6.002805761498674E-308	3.4148302420681427:3.3110877465571384	4.330096104647955	4.899258016120146:4.0352465451948565E-306	4.899258016120146:29.32743139160746	6.24365182770502	11.749873522814642	12.306645244276062	15.635395415810589	16.763750118339814	17.46194389755836	18.722784443189934	20.78527098637925	22.876153793019565	64.59507116201966	64.59507116201966:4.0E-323
15000	0:1.7061862216937573	0.10575561008402017	1.09929535836491	1.7251440648836862	3.189138145176932:1.2558179615496514E-308	3.189138145176932:1.7495517577216417	4.1780726851573995	4.929210611887327:1.4501648073339087E-307	4.929210611887327:18.681269311127608	5.59048332470634	10.098433847455805	10.797648746992525	12.42229983369922	15.074728619885502	15.37773427820183	17.680119211035056	23.27587205493736	32.333611834740005	48.24249321356113	48.24249321356113:1.5E-323
20000	0:1.7284367316493607	0.8054260570194187	1.2500839638763444	1.630579302479103	3.189138145176932:1.3490650949844015E-308	3.189138145176932:1.4601302607749984	4.228889168851166	4.8775494805287245:5.5979565173372524E-306	4.8775494805287245:43.24154857759374	6.0601830916956105	12.168449118049441	12.800172957029659	13.114129124515276	14.056562127715424	15.646301641116867	19.558519405271156	20.282404824972094	25.582982821230658	45.84540522504672	45.84540522504672:4.9E-324
25000	0:5.514973293677078	0.9633720725819455	1.8476107434478959	1.9074950742679286	3.189138145176932:2.4663532461731207E-308	3.189138145176932:3.4354801956398298	4.064290787813499	4.769113843312877:3.3863939442957536E-307	4.769113843312877:26.149313058510504	5.255035314597152	8.464235188439302	11.801800182610082	11.92972084759745	12.2747233459657	14.030424156317963	18.318318096423273	21.720008667130067	29.704534028426195	41.97821801317867	41.97821801317867:4.9E-324
30000	0:1.240176505361108	1.150827998970796	1.3226788125704545	1.5835926969356864	3.2110654194256276:1.23196966271681E-307	3.2110654194256276:6.977435336247952	4.220427829644307	4.886039478224498:6.772516026857574E-307	4.886039478224498:15.358485201115078	5.60881834996291	11.422951841368745	11.713449954069178	14.1906446348876	14.343450384664683	15.801079713304	16.33989382411374	16.67103099995319	17.796889396412563	24.751928077450696	24.751928077450696:4.9E-324
35000	0:4.008928857118846	1.194880972516444	1.2095602060181116	1.686639674229226	3.2110654194256276:1.510006360775134E-308	3.2110654194256276:1.5740650917842625	4.1250150066575095	4.95378364882036:1.0726962436498293E-306	4.95378364882036:12.512971117686023	5.109529362091961	8.815006009608517	9.422522663754375	10.044333237501407	11.854517755374156	14.139930723280878	14.482941956748922	14.70580964126578	14.837007314617928	22.42581200408506	22.42581200408506:4.9E-324
40000	0:9.056473888367915	1.3837558569479758	1.644884689019261	2.0219693915585775	3.2110654194256276:5.35330454260596E-308	3.2110654194256276:2.3549779407454365	4.0796267664846315	4.755644137656461:5.3714099147346676E-307	4.755644137656461:10.060797296995032	5.3926469072111445	8.985265884656279	10.144946262375974	11.388092725747786	11.82103626198494	12.512583778421737	13.005678964660689	14.18145214461954	14.70430451694833	19.971259823981377	19.971259823981377:4.9E-324
45000	0:3.367563257841198	1.0046602809969023	1.2859951753571415	1.4343155085147756	3.2110654194256276:1.1783143391013206E-308	3.2110654194256276:1.6732800625718436	4.173795201746529	4.755644137656461:9.856095163997471E-307	4.755644137656461:14.685064553230587	5.008492640404017	9.490717586358025	11.010648606804876	11.76563432567147	14.038432880797998	14.044507313154762	14.631789515347839	15.428108555962146	15.83336474713797	20.932861937601004	20.932861937601004:4.9E-324
