#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="demographic.alltrees" spec="beast.base.evolution.tree.coalescent.CompoundPopulationFunction">
#    <parameter id="popSizes.alltrees" lower="0.0" name="populationSizes" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#    <populationIndicators id="indicators.alltrees" spec="beast.base.inference.parameter.BooleanParameter">false</populationIndicators>
#    <itree id="treeIntervals.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TreeIntervals">
#        <tree id="Tree.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.Tree">
#            <trait id="dateTrait.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="HRTV-23_T_S_2019=2019,HRTV-26_T_S_2019=2019,HRTV-404_T_S_2021=2021,HRTV-100_T_S_2022=2022,HRTV-187_T_S_2022=2022,HRTV-056F_T_S_2023=2023,HRTV-504_T_S_2019=2019,HRTV-432R_T_S_2023=2023,HRTV-642T_T_S_2023=2023,JX005843_H_S_MO_2009=2009,OQ688983.1_T_S_MO_2012=2012,OQ688989.1_T_S_MO_2012=2012,OQ688986.1_T_S_KS_2015=2015,OQ688993.1_H_S_OK_2017=2017,MZ440341_T_S_NY_2018=2018,MZ440344_T_S_NY_2018=2018,NC_024496_H_S_MO_2009=2009,KJ740146_H_S_TN_2013=2013,OQ688998.1_H_S_KY_2017=2017,OQ689001.1_H_S_MO_2017=2017">
#                <taxa id="TaxonSet.HRTV_S_BEAST" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxa>
#            </trait>
#            <taxonset idref="TaxonSet.HRTV_S_BEAST"/>
#        </tree>
#    </itree>
#</input>
#
Sample	popsSize0	demographic.alltrees.times.0	demographic.alltrees.times.1	demographic.alltrees.times.2	demographic.alltrees.times.3	demographic.alltrees.times.4	demographic.alltrees.times.5	demographic.alltrees.times.6	demographic.alltrees.times.7	demographic.alltrees.times.8	demographic.alltrees.times.9	demographic.alltrees.times.10	demographic.alltrees.times.11	demographic.alltrees.times.12	demographic.alltrees.times.13	demographic.alltrees.times.14	demographic.alltrees.times.15	demographic.alltrees.times.16	demographic.alltrees.times.17	demographic.alltrees.times.18
0	0:0.6634085118953452	0.0036760745931196936	0.5484679848022047	1.2777203103546366	3.4194155340441554:1.8626E-320	3.4194155340441554:2.9173509381848773E-12	4.103288719720286:2.248932172129393	4.8239828608760895:1.873116614836E-311	4.8239828608760895	5.004378914937979	5.005694904146708:0.002325867233115971	6.045179818323774	6.05521234264172:0.43806810058647877	6.1380431561713245:1.047736192396018E-46	8.929983630728032:1.5715289850428154	11.070354268850638	11.15636930183673	11.45696088647163	16.18741135475555	16.18741135475555:4.9E-324
5000	0:0.6878007903776954	0.0034422929476504837	0.5586533323152659	1.1195562714221765	3.4194155340441554:2.544E-320	3.4194155340441554:8.919578940627915E-13	4.028998624660934:0.7945449789675678	4.8239828608760895:1.60573627969917E-310	4.8239828608760895	5.0028832140047115	5.0042589889512:0.018053635944738484	6.042794923703029	6.052893795378417:0.16766396029866248	6.193237304945373:3.9607182538741254E-46	9.270588801769737:0.3870796522414145	10.37452354094426	11.04603025807035	11.167733374157095	16.541600525968946	16.541600525968946:4.9E-324
10000	0:1.3163015655918386	0.4423037997374603	0.5475400534404519	1.9290805871188046	3.4194155340441554:1.076E-320	3.4194155340441554:4.908276337936715E-13	4.041078261736831:0.5518840648699435	4.8239828608760895:2.4959139545096E-311	4.8239828608760895	5.002771851615474:0.003052921979556956	5.003530115534879	6.035457065139632	6.09640186752164:0.6101959356241762	6.354634149563721:6.422322982134302E-46	9.105404831109269:0.4816541441001011	10.254150792948257	11.023363983707604	11.044252767335303	16.541600525968946	16.541600525968946:4.9E-324
15000	0:0.8814536213319732	0.489502445613637	0.7229877451155421	1.5912609804836118	3.4194155340441554:1.22E-320	3.4194155340441554:3.531108936059276E-13	4.046506957420726:0.5511471089383839	4.8239828608760895:3.3597081358364E-311	4.8239828608760895	5.002773817579493:0.0036207059105718194	5.003127332453394	6.023927475848376	6.091065681243277:0.21782938905724672	6.757786171498636:6.8916503698693934E-46	8.704952241297663:0.923302409254455	10.233764485625372	11.008016964424693	11.365986957611296	16.518047735435708	16.518047735435708:4.9E-324
20000	0:0.61814928787168	0.7206372734147974	1.090505977902648	1.3041973374301234	3.4194155340441554:2.307E-321	3.4194155340441554:2.0832100516227059E-13	4.064536960808606:0.2559405026085323	4.8239828608760895:2.82774923668924E-310	4.8239828608760895	5.0001694665133805	5.01756649884134	6.006342385557285:0.04122646465934711	6.008483725708625	6.0645151207064325:4.0738138250797875E-45	8.946904511407078:0.562362180013394	10.094239664007064	11.026643217028688	11.496013288108795	16.54700359331462	16.54700359331462:4.9E-324
25000	0:1.8129336676903987	0.4493993999937688	1.2636714164565028	1.3108171701248021	3.4194155340441554:1.031E-320	3.4194155340441554:4.931427421103408E-13	4.1481430459795465:0.6630926285299861	4.8239828608760895:2.2665594804046643E-308	4.8239828608760895	5.03309022506975	5.111773212302153	6.010013191080991	6.03020686218801:0.2693981217326392	6.20564502015985:3.713629359292066E-50	8.443927218253869:1.261179085436358	11.002817721094479	11.409896380123548	12.802708194272315	16.54700359331462	16.54700359331462:4.9E-324
30000	0:1.045936896096372	0.21789636572718593	1.0125255356341498	1.2334067861848226	3.4194155340441554:2.77E-321	3.4194155340441554:1.635552713361356E-13	4.0818669278979645:0.5453536389611591	4.8239828608760895:5.75205711526824E-310	4.8239828608760895	5.004419061960707	5.011607559645205	6.000233617406047:0.09859345843404131	6.032284711447171	6.3251115773216275:6.763142306473941E-54	8.688030954323066:0.7689662983309977	11.025483778154614	11.027740117894478	11.292034494579564	16.753242697984465	16.753242697984465:4.9E-324
35000	0:0.7308362652043452	0.057402504181597536	1.2869699859694177	1.3467697972130226	3.4194155340441554:8.143E-319	3.4194155340441554:2.987758159230795E-12	4.05318002215187:0.6217958447917223	4.8239828608760895:4.31639567433533E-310	4.8239828608760895	5.002043419785717	5.004105878591779	6.005394173666835	6.019982345110114:0.0415093342350829	6.069647514716562:3.8994327437508306E-56	8.237958524895687:0.9932340056802541	10.063919807558813	11.006617050208254	11.436512661222745	16.67030643859265	16.67030643859265:4.9E-324
40000	0:1.8793635112325986	0.9762377138988815	1.5353458023870414	1.7755164739015377	3.4194155340441554:3.289E-320	3.4194155340441554:5.525598029254474E-12	4.220836462432502:2.409382128945274	4.8239828608760895:2.880579878714513E-309	4.8239828608760895	5.010371344490928	5.135301930986016	6.041633885408802:0.3032152246870346	6.060682928491106	6.417445532121223:9.88442714656815E-59	8.100688509592791:0.8864481397695003	11.116338146604104	11.406223743430006	11.994270737938653	16.793199921719893	16.793199921719893:4.9E-324
45000	0:2.7691031995889737	1.0668940984946644	1.106339993186041	1.5915184659060206	3.4194155340441554:1.49924E-319	3.4194155340441554:1.3602035764977678E-11	4.790900217408682:2.616515871820865	4.8609977865941065:4.0015059297169886E-308	4.8609977865941065:0.5619525780859169	5.907783163803615	5.939010923902606	6.041678561843877	6.0629273409010676	7.344421641383605:1.1224174623744707E-63	8.179940524555638:0.8735694279056724	11.02929910244331	11.175562106108988	11.814783677903314	16.768117346931486	16.768117346931486:4.9E-324
