#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.base.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" lower="0.0" name="populationSizes" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.base.inference.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TreeIntervals">
#                        <tree id="Tree.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.Tree">
#                            <trait id="dateTrait.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="HRTV-23_T_S_2019=2019,HRTV-26_T_S_2019=2019,HRTV-404_T_S_2021=2021,HRTV-100_T_S_2022=2022,HRTV-187_T_S_2022=2022,HRTV-056F_T_S_2023=2023,HRTV-504_T_S_2019=2019,HRTV-432R_T_S_2023=2023,HRTV-642T_T_S_2023=2023,JX005843_H_S_MO_2009=2009,OQ688983.1_T_S_MO_2012=2012,OQ688989.1_T_S_MO_2012=2012,OQ688986.1_T_S_KS_2015=2015,OQ688993.1_H_S_OK_2017=2017,MZ440341_T_S_NY_2018=2018,MZ440344_T_S_NY_2018=2018,NC_024496_H_S_MO_2009=2009,KJ740146_H_S_TN_2013=2013,OQ688998.1_H_S_KY_2017=2017,OQ689001.1_H_S_MO_2017=2017">
#                                <taxa id="TaxonSet.HRTV_S_BEAST" spec="beast.base.evolution.alignment.TaxonSet">
#                                </taxa>
#                            </trait>
#                            <taxonset idref="TaxonSet.HRTV_S_BEAST"/>
#                        </tree>
#                    </itree>
#                </population>
#                <factor id="Function$Constant.3" spec="beast.base.core.Function$Constant" value="1.0"/>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:HRTV_S_BEAST"/>
#        </distribution>
#        <prior id="ORCRatePriorDistribution.c:HRTV_S_BEAST" name="distribution">
#            <parameter dimension="38" id="ORCRates.c:HRTV_S_BEAST" lower="1.0E-100" name="x" spec="beast.base.inference.parameter.RealParameter">0.5</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" meanInRealSpace="true" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter id="ORCsigma.c:HRTV_S_BEAST" lower="0.0" name="S" spec="beast.base.inference.parameter.RealParameter">0.2</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ORCsigmaPrior.c:HRTV_S_BEAST" name="distribution" x="@ORCsigma.c:HRTV_S_BEAST">
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="alpha" spec="beast.base.inference.parameter.RealParameter">5.0</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="beta" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ORCucldMeanPrior.c:HRTV_S_BEAST" name="distribution">
#            <parameter id="ORCucldMean.c:HRTV_S_BEAST" name="x" spec="beast.base.inference.parameter.RealParameter">0.0016226</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <alpha id="Function$Constant.1" spec="beast.base.core.Function$Constant" value="0.1"/>
#                <beta id="Function$Constant.2" spec="beast.base.core.Function$Constant" value="100.0"/>
#            </Gamma>
#        </prior>
#        <prior id="Standard_TPM3_rates_prior.s:HRTV_S_BEAST" name="distribution">
#            <parameter dimension="3" id="TPM3rates.s:HRTV_S_BEAST" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0 1.0 1.0</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <alpha id="Function$Constant.0" spec="beast.base.core.Function$Constant" value="1.0 1.0 1.0"/>
#            </distr>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.base.evolution.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.base.inference.distribution.Poisson">
#                <parameter estimate="false" id="RealParameter.10" name="lambda" spec="beast.base.inference.parameter.RealParameter" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" lower="0.0" name="mean" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <Gamma id="Gamma.4" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha" spec="beast.base.inference.parameter.RealParameter">0.01</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta" spec="beast.base.inference.parameter.RealParameter">100.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="PropInvariantPrior.s:HRTV_S_BEAST" name="distribution">
#            <parameter id="proportionInvariant.s:HRTV_S_BEAST" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.769</parameter>
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@HRTV_S_BEAST" id="treeLikelihood.HRTV_S_BEAST" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HRTV_S_BEAST">
#            <siteModel id="SiteModel.s:HRTV_S_BEAST" proportionInvariant="@proportionInvariant.s:HRTV_S_BEAST" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HRTV_S_BEAST" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HRTV_S_BEAST" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <substModel id="Standard_TPM3.s:HRTV_S_BEAST" rates="@TPM3rates.s:HRTV_S_BEAST" spec="substmodels.nucleotide.TPM3"/>
#            </siteModel>
#            <branchRateModel clock.rate="@ORCucldMean.c:HRTV_S_BEAST" id="OptimisedRelaxedClock.c:HRTV_S_BEAST" rates="@ORCRates.c:HRTV_S_BEAST" spec="beast.base.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:HRTV_S_BEAST">
#                <LogNormal S="@ORCsigma.c:HRTV_S_BEAST" id="ORCLogNormalDistributionModel.c:HRTV_S_BEAST" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                </LogNormal>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.HRTV_S_BEAST	Tree.height	Tree.treeLength	proportionInvariant	RateAC-Standard_TPM3	RateAG-Standard_TPM3	RateAT-Standard_TPM3	RateCG-Standard_TPM3	RateCT-Standard_TPM3	RateGT-Standard_TPM3	ORCsigma	ORCRatesStat.mean	ORCRatesStat.variance	ORCRatesStat.coefficientOfVariation	ORCucldMean	ExtendedBayesianSkyline	indicators.alltrees.1	indicators.alltrees.2	indicators.alltrees.3	indicators.alltrees.4	indicators.alltrees.5	indicators.alltrees.6	indicators.alltrees.7	indicators.alltrees.8	indicators.alltrees.9	indicators.alltrees.10	indicators.alltrees.11	indicators.alltrees.12	indicators.alltrees.13	indicators.alltrees.14	indicators.alltrees.15	indicators.alltrees.16	indicators.alltrees.17	indicators.alltrees.18	indicators.alltrees.19	populationMean.alltrees	popSizes.alltrees.1	popSizes.alltrees.2	popSizes.alltrees.3	popSizes.alltrees.4	popSizes.alltrees.5	popSizes.alltrees.6	popSizes.alltrees.7	popSizes.alltrees.8	popSizes.alltrees.9	popSizes.alltrees.10	popSizes.alltrees.11	popSizes.alltrees.12	popSizes.alltrees.13	popSizes.alltrees.14	popSizes.alltrees.15	popSizes.alltrees.16	popSizes.alltrees.17	popSizes.alltrees.18	popSizes.alltrees.19	popSizes.alltrees.20	sum(indicators.alltrees)
0	-3027.4448245794006	-3435.060993023041	407.61616844364073	-3435.060993023041	77.0006803411626	303.55476277682044	0.855265741762026	0.20761204316516635	2.5909262290164374	0.20146172781840366	0.20761204316516635	2.5909262290164374	0.20146172781840366	0.14101987500354554	2.6328527997039825E-4	7.313356775749377E-10	0.09974894938444928	2.6842317595633696E-4	449.47665049689726	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	11.627778451128679	11.82458649124251	1.2480622053596018	15.223201254930414	10.116869438582977	0.11189523260213864	0.7251635459336941	0.17037968080092852	9.461990129890838	16.963502470948963	51.47299317693903	2.2544689597651084	0.6357691597373206	10.169811775487306	15.275765968559847	2.7032775184410953	35.45359003374413	2.7974429565297467	1.7254894020994793	0.24580162438782688	1.686819087664019E-226	4
1000	-3008.360368396985	-3441.2803692724456	432.9200008754604	-3441.2803692724456	87.46827282270638	353.24917410746446	0.855265741762026	0.20761204316516635	2.5909262290164374	0.20146172781840366	0.20761204316516635	2.5909262290164374	0.20146172781840366	0.05994054529593918	2.657268071617898E-4	2.543118326088719E-10	0.060013327323174825	2.653224768088967E-4	453.11599110319924	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	13.871305896492464	19.952561096584247	1.4888701828261595	18.160449325598425	12.06887379969289	0.05716019724167309	0.8650805837855501	0.20325367230461944	11.287638479951271	20.2365338176527	72.56276233691182	2.6894585845857293	0.7584379536760371	12.132031121890044	18.22315616381176	3.2248627318632517	4.47353250610105	3.337196966824369	2.058414805396853	0.29322793997741925	1.6535004579885544E-227	3
2000	-3018.734154669525	-3437.1052647594724	418.37111008994725	-3437.1052647594724	70.27839808152419	309.8070323607385	0.855265741762026	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.04735921692382702	3.563399574217001E-4	1.9269181290027424E-10	0.0395680422441517	3.543353465404457E-4	443.27137548710715	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	34.48108056265818	58.15406804746531	5.14155792374184	45.14296785916684	30.000622356183015	0.16383425234391122	2.150404116619153	0.5052448775687278	20.60251555637918	50.30366701464506	104.88147291711886	6.685415116429845	20.405030496561967	30.15761786410794	62.4199239330256	3.6674568481533156	11.120238850874529	8.295553304438808	5.116776117972032	0.7289015394102396	6.003572834802648E-225	3
3000	-3044.911517865095	-3444.446544036589	399.53502617149377	-3444.446544036589	80.36354112167456	333.1107174700145	0.855265741762026	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.08143167965182563	2.4369828046736042E-4	5.715457208208844E-10	0.09287486766418176	2.6271243885295995E-4	439.154591166169	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	18.597483927788204	34.993775516915825	1.4467268550921168	24.348007820924074	16.180934094535974	0.7320278906281121	1.159827515393597	0.27250548233565464	11.112034358537821	27.131447841771188	34.66313294442713	3.6058005767094046	7.021740684229297	16.26561013680973	33.66639076199282	1.9780548833278804	5.997737307753384	4.474233890990269	2.759749986464446	0.3931354366777707	1.5459497412832974E-224	3
4000	-3071.0801647544354	-3446.841356863184	375.76119210874884	-3446.841356863184	89.45542224310016	444.8419666907824	0.855265741762026	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.12359232521880685	1.9596364687368833E-4	3.4332265705345493E-10	0.09430681096499183	1.9883848284134003E-4	433.2463959616755	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	42.34697129598508	25.380944272684324	0.48107043317925874	55.441068926882316	26.800391531358933	3.0126317361963304	3.093176541845002	0.6205023154354707	25.30240121987108	61.77903674686187	100.6616302373464	8.210504932487366	15.988692468157565	37.03723193146399	76.65927760837063	4.50408419178728	13.657009227618563	10.187950955568976	6.284024974275328	0.8951799671972114	6.526942969728254E-224	3
5000	-3101.115542198774	-3453.2270663672994	352.111524168525	-3453.2270663672994	71.3925150683401	366.46943241770464	0.855265741762026	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.10514120426494253	2.260552973237485E-4	6.748358084745707E-10	0.11836328240550875	2.098564583398939E-4	432.70378625312946	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	63.58707177244249	17.30221768995168	1.6483010354245202	83.24881617516846	40.24274623851675	11.616056626724275	18.137270977319005	0.9732296140802298	37.99340432489487	92.76573798389957	145.29376233809464	12.328673112911995	24.00819006427118	55.614110124137405	41.49252033687916	6.763211535731604	20.506997298194612	15.297952812207578	9.435922684202703	1.3441781332026115	1.7684808121866756E-223	5
6000	-3065.373909497237	-3452.284222631965	386.91031313472774	-3452.284222631965	82.7026363758006	385.24660312435293	0.855265741762026	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.08991733696117903	2.4652067968185194E-4	3.882356202398583E-10	0.08011672676501119	2.4333679605759986E-4	439.8158895489739	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	35.47481853102773	55.00906428264238	0.2149065927241156	46.443979325005934	22.451169399819406	6.480523310679842	25.380611506667947	1.6957051322691938	21.19627600756615	51.75340881637985	106.26533972575096	6.878087466805743	13.39401488460346	31.026754486804133	23.148410334310732	3.7731522340837005	11.440721950102564	8.53462952109838	5.2642406005550395	0.749908338590988	1.2588988955228204E-223	5
7000	-3097.3755558011026	-3446.4159955418886	349.0404397407859	-3446.4159955418886	101.8800931994771	391.4399358844669	0.855265741762026	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.2609206238741169	2.657261802739974E-4	4.094875738639408E-9	0.2320289400304045	2.5681545238078764E-4	439.30786259033795	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	32.4669394697655	9.425559670460725	0.20419359371126322	14.174817183862196	20.547554240251973	46.72598048844349	13.754394294497414	3.0427302358863932	19.399062169132282	2.9835677202611794	140.9817970512997	6.2949004025832656	7.458966309837395	35.05464376137494	21.185676721306336	3.453229932298599	10.470673069673811	7.810985694430478	4.817890210855181	0.6863242616903293	7.332044850072255E-224	4
8000	-3067.342515383226	-3443.817972938062	376.4754575548364	-3443.817972938062	86.98464284519781	392.51133666963307	0.855265741762026	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.1868578751563161	1.8419222798761128E-4	7.196057268964125E-10	0.14604322739004566	1.8800345552996443E-4	441.4139198711545	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	25.59000221514732	7.485719527995118	0.1609426265834554	22.943710109437156	16.195304118935038	36.82878533462322	10.841027402412585	1.4651254641025666	15.290078214553104	2.351607691313969	160.80633151836412	4.961555289073294	5.879056280287785	24.52229618879427	16.698263620828442	2.7217890894590213	11.0655028829588	6.156513194263324	3.7973958488736836	0.5409514929277603	9.425064560961071E-225	3
9000	-3077.9060234736144	-3437.033139317937	359.12711584432304	-3437.033139317937	93.34916516067562	385.60022092895815	0.855265741762026	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.37055293479728435	2.4279853373843197	0.20146172781840366	0.23094800599750478	2.616913919575059E-4	3.769703009319865E-9	0.21765273550927047	2.7216153560686787E-4	438.37908195380686	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	27.897904488322922	28.7529820259621	0.17545766455101544	16.121106479457346	17.6559206080081	40.15028709446916	11.818754233978744	2.911703457058572	5.819050819416126	2.563693672814518	105.81810929674417	5.409026322247364	6.409274575672383	26.733904559976978	18.20424084758241	2.9672608629217367	12.063474631562055	6.71175467788717	4.139874072911333	0.5897386391620315	2.205209161729014E-224	3
