#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HRTV_S_BEAST" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.Tree">
#                    <trait id="dateTrait.t:HRTV_S_BEAST" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="">
#                        <taxa id="TaxonSet.HRTV_S_BEAST" spec="beast.base.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HRTV_S_BEAST"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="Standard_TPM3_rates_prior.s:HRTV_S_BEAST" name="distribution">
#            <parameter dimension="3" id="TPM3rates.s:HRTV_S_BEAST" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0 1.0 1.0</parameter>
#            <distr id="Dirichlet.0" spec="beast.base.inference.distribution.Dirichlet">
#                <alpha id="Function$Constant.0" spec="beast.base.core.Function$Constant" value="1.0 1.0 1.0"/>
#            </distr>
#        </prior>
#        <prior id="ClockPrior.c:HRTV_S_BEAST" name="distribution">
#            <parameter id="clockRate.c:HRTV_S_BEAST" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">0.0016226</parameter>
#            <LogNormal id="LogNormalDistributionModel.2" name="distr">
#                <parameter estimate="false" id="RealParameter.14" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.15" lower="0.0" name="S" spec="beast.base.inference.parameter.RealParameter" upper="5.0">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:HRTV_S_BEAST" name="distribution" x="@popSize.t:HRTV_S_BEAST">
#            <Gamma id="Gamma.5" name="distr">
#                <parameter estimate="false" id="RealParameter.12" name="alpha" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#                <parameter estimate="false" id="RealParameter.13" name="beta" spec="beast.base.inference.parameter.RealParameter">2.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="PropInvariantPrior.s:HRTV_S_BEAST" name="distribution">
#            <parameter id="proportionInvariant.s:HRTV_S_BEAST" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.769</parameter>
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@HRTV_S_BEAST" id="treeLikelihood.HRTV_S_BEAST" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HRTV_S_BEAST">
#            <siteModel id="SiteModel.s:HRTV_S_BEAST" proportionInvariant="@proportionInvariant.s:HRTV_S_BEAST" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HRTV_S_BEAST" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HRTV_S_BEAST" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <substModel id="Standard_TPM3.s:HRTV_S_BEAST" rates="@TPM3rates.s:HRTV_S_BEAST" spec="substmodels.nucleotide.TPM3"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:HRTV_S_BEAST" id="StrictClock.c:HRTV_S_BEAST" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	proportionInvariant	RateAC-Standard_TPM3	RateAG-Standard_TPM3	RateAT-Standard_TPM3	RateCG-Standard_TPM3	RateCT-Standard_TPM3	RateGT-Standard_TPM3	popSize	CoalescentConstant	clockRate
0	-3424.428170539176	-3433.716707136121	9.288536596945091	-3433.716707136121	0.14921067777193125	0.9111370317388261	0.7327402315696718	0.18779311500483406	2.5444207072505645	0.26778617774459434	0.18779311500483406	2.5444207072505645	0.26778617774459434	0.2558086530928416	13.667456297812683	0.11342558968095348
1000	-3431.0845078273974	-3436.5836654007326	5.499157573335005	-3436.5836654007326	0.2839309130055269	1.351649433588843	0.7327402315696718	0.09281072073379894	2.5444207072505645	0.36276857201562945	0.09281072073379894	2.5444207072505645	0.36276857201562945	0.20740039117803846	10.403699092273113	0.0839359999551676
2000	-3418.114521632531	-3431.305726896957	13.191205264426141	-3431.305726896957	0.15815993733346922	0.7811542611964623	0.7327402315696718	0.09281072073379894	2.5444207072505645	0.36276857201562945	0.09281072073379894	2.5444207072505645	0.36276857201562945	0.22462330397284272	17.401124286469386	0.15352901226037075
3000	-3410.9789383464517	-3430.4835724090094	19.504634062557624	-3430.4835724090094	0.1260505490299072	0.5848407222893404	0.7327402315696718	0.07720915766405727	2.5444207072505645	0.3783701350853711	0.07720915766405727	2.5444207072505645	0.3783701350853711	0.08809318762836456	24.490769366806184	0.1720746417228626
4000	-3403.2843826923668	-3439.7701600787113	36.48577738634457	-3439.7701600787113	0.03740880651485944	0.2115877667635177	0.7327402315696718	0.23885312780961554	2.248698666229124	0.5124482059612533	0.23885312780961554	2.248698666229124	0.5124482059612533	0.034105613581979825	41.93535521070133	0.5540012518054754
5000	-3413.793298085901	-3437.8651854361315	24.07188735023068	-3437.8651854361315	0.07832258456950059	0.4146985126000331	0.7327402315696718	0.23885312780961554	2.248698666229124	0.5124482059612533	0.23885312780961554	2.248698666229124	0.5124482059612533	0.08448542355450102	28.981043291053652	0.20271841514082656
6000	-3402.5490969803955	-3443.1368619568516	40.58776497645633	-3443.1368619568516	0.02738198237882343	0.15633515848791776	0.7327402315696718	0.10065254428950704	2.3391488038746795	0.5601986518358061	0.10065254428950704	2.3391488038746795	0.5601986518358061	0.044008794504507724	45.787686108518976	0.5943820413749342
7000	-3406.828525221504	-3435.389452225119	28.560927003614864	-3435.389452225119	0.07006747937484406	0.35599530232270316	0.7327402315696718	0.10065254428950704	2.3391488038746795	0.5601986518358061	0.10065254428950704	2.3391488038746795	0.5601986518358061	0.05871459784804716	33.602041526737544	0.3067410982232748
8000	-3396.3188181189857	-3437.3959513214218	41.077133202436	-3437.3959513214218	0.035589741516072665	0.16779084867753993	0.7327402315696718	0.10065254428950704	2.4467937120579824	0.4525537436525032	0.10065254428950704	2.4467937120579824	0.4525537436525032	0.03723486160359959	46.44027736872322	0.5636355153004886
9000	-3389.630866018059	-3433.1706889929737	43.53982297491494	-3433.1706889929737	0.034236690042405885	0.15475956001648	0.7327402315696718	0.10065254428950704	2.6276318674336063	0.27171558827687925	0.10065254428950704	2.6276318674336063	0.27171558827687925	0.03561222239812522	48.94669658069051	0.5650934078589162
10000	-3396.5768739472214	-3434.6445441730475	38.06767022582622	-3434.6445441730475	0.051336234064097125	0.23377864967601808	0.7327402315696718	0.10065254428950704	2.6276318674336063	0.27171558827687925	0.10065254428950704	2.6276318674336063	0.27171558827687925	0.03604834718834544	43.47332024746926	0.4743519386388859
11000	-3387.205175031691	-3427.8314437296476	40.62626869795678	-3427.8314437296476	0.030355675310553436	0.17003992259193149	0.7327402315696718	0.10065254428950704	2.6276318674336063	0.27171558827687925	0.10065254428950704	2.6276318674336063	0.27171558827687925	0.03600164592264411	46.023129268272456	0.5439321554514692
12000	-3391.9485040058444	-3430.3543915674286	38.40588756158419	-3430.3543915674286	0.04129081058821128	0.20589155228756242	0.7327402315696718	0.19484505974000818	2.5427633419330506	0.2623915983269337	0.19484505974000818	2.5427633419330506	0.2623915983269337	0.038630210728607256	43.75131206799613	0.44827275787654824
13000	-3414.062441476225	-3436.3840092173127	22.321567741087716	-3436.3840092173127	0.0920065802594711	0.4587929686278342	0.7327402315696718	0.061700543671169866	2.675907858001889	0.2623915983269337	0.061700543671169866	2.675907858001889	0.2623915983269337	0.11893401654084255	26.843346399950136	0.22391546459457032
